id	node1	relation	node2	node1;label	node2;label	relation;label	relation;dimension	source	sentence
/c/en/0_0/a-/r/HasContext-/c/en/aviation-0000	/c/en/0_0/a	/r/HasContext	/c/en/aviation	0 0	aviation	has context		CN	
/c/en/0_100/n-/r/HasContext-/c/en/australia-0000	/c/en/0_100/n	/r/HasContext	/c/en/australia	0 100	australia	has context		CN	
/c/en/0_100/n-/r/HasContext-/c/en/automotive-0000	/c/en/0_100/n	/r/HasContext	/c/en/automotive	0 100	automotive	has context		CN	
/c/en/0_100/n-/r/HasContext-/c/en/us-0000	/c/en/0_100/n	/r/HasContext	/c/en/us	0 100	us	has context		CN	
/c/en/0_100/n-/r/RelatedTo-/c/en/km_h-0000	/c/en/0_100/n	/r/RelatedTo	/c/en/km_h	0 100	km h	related to		CN	
/c/en/0_100/n-/r/RelatedTo-/c/en/mph-0000	/c/en/0_100/n	/r/RelatedTo	/c/en/mph	0 100	mph	related to		CN	
/c/en/0_100/n-/r/RelatedTo-/c/en/standing_start-0000	/c/en/0_100/n	/r/RelatedTo	/c/en/standing_start	0 100	standing start	related to		CN	
/c/en/0_100/n-/r/Synonym-/c/en/0_60-0000	/c/en/0_100/n	/r/Synonym	/c/en/0_60	0 100	0 60	synonym		CN	
/c/en/0_100-/r/DerivedFrom-/c/en/0-0000	/c/en/0_100	/r/DerivedFrom	/c/en/0	0 100	0	derived from		CN	
/c/en/0_100-/r/DerivedFrom-/c/en/100-0000	/c/en/0_100	/r/DerivedFrom	/c/en/100	0 100	100	derived from		CN	
/c/en/0_10_0/n-/r/IsA-/c/en/decapod-0000	/c/en/0_10_0/n	/r/IsA	/c/en/decapod	0 10 0	decapod	is a		CN	
/c/en/0_10_0/n-/r/RelatedTo-/c/en/driving_wheel-0000	/c/en/0_10_0/n	/r/RelatedTo	/c/en/driving_wheel	0 10 0	driving wheel	related to		CN	
/c/en/0_10_0/n-/r/RelatedTo-/c/en/leading_wheel-0000	/c/en/0_10_0/n	/r/RelatedTo	/c/en/leading_wheel	0 10 0	leading wheel	related to		CN	
/c/en/0_10_0/n-/r/RelatedTo-/c/en/steam_locomotive-0000	/c/en/0_10_0/n	/r/RelatedTo	/c/en/steam_locomotive	0 10 0	steam locomotive	related to		CN	
/c/en/0_10_0/n-/r/RelatedTo-/c/en/trailing_wheel-0000	/c/en/0_10_0/n	/r/RelatedTo	/c/en/trailing_wheel	0 10 0	trailing wheel	related to		CN	
/c/en/0_10_0s/n-/r/FormOf-/c/en/0_10_0-0000	/c/en/0_10_0s/n	/r/FormOf	/c/en/0_10_0	0 10 0s	0 10 0	form of		CN	
/c/en/0_10_0s/n-/r/RelatedTo-/c/en/0_10_0-0000	/c/en/0_10_0s/n	/r/RelatedTo	/c/en/0_10_0	0 10 0s	0 10 0	related to		CN	
/c/en/0_10_2/n-/r/RelatedTo-/c/en/driving_wheel-0000	/c/en/0_10_2/n	/r/RelatedTo	/c/en/driving_wheel	0 10 2	driving wheel	related to		CN	
/c/en/0_10_2/n-/r/RelatedTo-/c/en/leading_wheel-0000	/c/en/0_10_2/n	/r/RelatedTo	/c/en/leading_wheel	0 10 2	leading wheel	related to		CN	
/c/en/0_10_2/n-/r/RelatedTo-/c/en/steam_locomotive-0000	/c/en/0_10_2/n	/r/RelatedTo	/c/en/steam_locomotive	0 10 2	steam locomotive	related to		CN	
/c/en/0_10_2/n-/r/RelatedTo-/c/en/trailing_wheel-0000	/c/en/0_10_2/n	/r/RelatedTo	/c/en/trailing_wheel	0 10 2	trailing wheel	related to		CN	
/c/en/0_10_2/n-/r/Synonym-/c/en/union-0000	/c/en/0_10_2/n	/r/Synonym	/c/en/union	0 10 2	union	synonym		CN	
/c/en/0_10_2s/n-/r/FormOf-/c/en/0_10_2-0000	/c/en/0_10_2s/n	/r/FormOf	/c/en/0_10_2	0 10 2s	0 10 2	form of		CN	
/c/en/0_10_2s/n-/r/RelatedTo-/c/en/0_10_2-0000	/c/en/0_10_2s/n	/r/RelatedTo	/c/en/0_10_2	0 10 2s	0 10 2	related to		CN	
/c/en/0_12_0/n-/r/RelatedTo-/c/en/driving_wheel-0000	/c/en/0_12_0/n	/r/RelatedTo	/c/en/driving_wheel	0 12 0	driving wheel	related to		CN	
/c/en/0_12_0/n-/r/RelatedTo-/c/en/leading_wheel-0000	/c/en/0_12_0/n	/r/RelatedTo	/c/en/leading_wheel	0 12 0	leading wheel	related to		CN	
/c/en/0_12_0/n-/r/RelatedTo-/c/en/steam_locomotive-0000	/c/en/0_12_0/n	/r/RelatedTo	/c/en/steam_locomotive	0 12 0	steam locomotive	related to		CN	
/c/en/0_12_0/n-/r/RelatedTo-/c/en/trailing_wheel-0000	/c/en/0_12_0/n	/r/RelatedTo	/c/en/trailing_wheel	0 12 0	trailing wheel	related to		CN	
/c/en/0_12_0s/n-/r/FormOf-/c/en/0_12_0-0000	/c/en/0_12_0s/n	/r/FormOf	/c/en/0_12_0	0 12 0s	0 12 0	form of		CN	
/c/en/0_12_0s/n-/r/RelatedTo-/c/en/0_12_0-0000	/c/en/0_12_0s/n	/r/RelatedTo	/c/en/0_12_0	0 12 0s	0 12 0	related to		CN	
/c/en/0_2_2/n-/r/RelatedTo-/c/en/driving_wheel-0000	/c/en/0_2_2/n	/r/RelatedTo	/c/en/driving_wheel	0 2 2	driving wheel	related to		CN	
/c/en/0_2_2/n-/r/RelatedTo-/c/en/leading_wheel-0000	/c/en/0_2_2/n	/r/RelatedTo	/c/en/leading_wheel	0 2 2	leading wheel	related to		CN	
/c/en/0_2_2/n-/r/RelatedTo-/c/en/steam_locomotive-0000	/c/en/0_2_2/n	/r/RelatedTo	/c/en/steam_locomotive	0 2 2	steam locomotive	related to		CN	
/c/en/0_2_2/n-/r/RelatedTo-/c/en/trailing_wheel-0000	/c/en/0_2_2/n	/r/RelatedTo	/c/en/trailing_wheel	0 2 2	trailing wheel	related to		CN	
/c/en/0_2_2/n-/r/Synonym-/c/en/a1-0000	/c/en/0_2_2/n	/r/Synonym	/c/en/a1	0 2 2	a1	synonym		CN	
/c/en/0_2_2s/n-/r/FormOf-/c/en/0_2_2-0000	/c/en/0_2_2s/n	/r/FormOf	/c/en/0_2_2	0 2 2s	0 2 2	form of		CN	
/c/en/0_2_2s/n-/r/RelatedTo-/c/en/0_2_2-0000	/c/en/0_2_2s/n	/r/RelatedTo	/c/en/0_2_2	0 2 2s	0 2 2	related to		CN	
/c/en/0_4_0/n-/r/RelatedTo-/c/en/driving_wheel-0000	/c/en/0_4_0/n	/r/RelatedTo	/c/en/driving_wheel	0 4 0	driving wheel	related to		CN	
/c/en/0_4_0/n-/r/RelatedTo-/c/en/leading_wheel-0000	/c/en/0_4_0/n	/r/RelatedTo	/c/en/leading_wheel	0 4 0	leading wheel	related to		CN	
/c/en/0_4_0/n-/r/RelatedTo-/c/en/steam_locomotive-0000	/c/en/0_4_0/n	/r/RelatedTo	/c/en/steam_locomotive	0 4 0	steam locomotive	related to		CN	
/c/en/0_4_0/n-/r/RelatedTo-/c/en/trailing_wheel-0000	/c/en/0_4_0/n	/r/RelatedTo	/c/en/trailing_wheel	0 4 0	trailing wheel	related to		CN	
/c/en/0_4_0_0_4_0/n-/r/IsA-/c/en/garratt-0000	/c/en/0_4_0_0_4_0/n	/r/IsA	/c/en/garratt	0 4 0 0 4 0	garratt	is a		CN	
/c/en/0_4_0_0_4_0/n-/r/RelatedTo-/c/en/0_4_0-0000	/c/en/0_4_0_0_4_0/n	/r/RelatedTo	/c/en/0_4_0	0 4 0 0 4 0	0 4 0	related to		CN	
/c/en/0_4_0_0_4_0/n-/r/RelatedTo-/c/en/boiler-0000	/c/en/0_4_0_0_4_0/n	/r/RelatedTo	/c/en/boiler	0 4 0 0 4 0	boiler	related to		CN	
/c/en/0_4_0_0_4_0/n-/r/RelatedTo-/c/en/steam_locomotive-0000	/c/en/0_4_0_0_4_0/n	/r/RelatedTo	/c/en/steam_locomotive	0 4 0 0 4 0	steam locomotive	related to		CN	
/c/en/0_4_0_0_4_0s/n-/r/FormOf-/c/en/0_4_0_0_4_0-0000	/c/en/0_4_0_0_4_0s/n	/r/FormOf	/c/en/0_4_0_0_4_0	0 4 0 0 4 0s	0 4 0 0 4 0	form of		CN	
/c/en/0_4_0_0_4_0-/r/IsA-/c/en/garratt/n-0000	/c/en/0_4_0_0_4_0	/r/IsA	/c/en/garratt/n	0 4 0 0 4 0	garratt	is a		CN	
/c/en/0_4_0s/n-/r/FormOf-/c/en/0_4_0-0000	/c/en/0_4_0s/n	/r/FormOf	/c/en/0_4_0	0 4 0s	0 4 0	form of		CN	
/c/en/0_4_0s/n-/r/RelatedTo-/c/en/0_4_0-0000	/c/en/0_4_0s/n	/r/RelatedTo	/c/en/0_4_0	0 4 0s	0 4 0	related to		CN	
/c/en/0_4_2/n-/r/RelatedTo-/c/en/driving_wheel-0000	/c/en/0_4_2/n	/r/RelatedTo	/c/en/driving_wheel	0 4 2	driving wheel	related to		CN	
/c/en/0_4_2/n-/r/RelatedTo-/c/en/leading_wheel-0000	/c/en/0_4_2/n	/r/RelatedTo	/c/en/leading_wheel	0 4 2	leading wheel	related to		CN	
/c/en/0_4_2/n-/r/RelatedTo-/c/en/steam_locomotive-0000	/c/en/0_4_2/n	/r/RelatedTo	/c/en/steam_locomotive	0 4 2	steam locomotive	related to		CN	
/c/en/0_4_2/n-/r/RelatedTo-/c/en/trailing_wheel-0000	/c/en/0_4_2/n	/r/RelatedTo	/c/en/trailing_wheel	0 4 2	trailing wheel	related to		CN	
/c/en/0_4_2s/n-/r/FormOf-/c/en/0_4_2-0000	/c/en/0_4_2s/n	/r/FormOf	/c/en/0_4_2	0 4 2s	0 4 2	form of		CN	
/c/en/0_4_2s/n-/r/RelatedTo-/c/en/0_4_2-0000	/c/en/0_4_2s/n	/r/RelatedTo	/c/en/0_4_2	0 4 2s	0 4 2	related to		CN	
/c/en/0_4_4/n-/r/RelatedTo-/c/en/driving_wheel-0000	/c/en/0_4_4/n	/r/RelatedTo	/c/en/driving_wheel	0 4 4	driving wheel	related to		CN	
/c/en/0_4_4/n-/r/RelatedTo-/c/en/leading_wheel-0000	/c/en/0_4_4/n	/r/RelatedTo	/c/en/leading_wheel	0 4 4	leading wheel	related to		CN	
/c/en/0_4_4/n-/r/RelatedTo-/c/en/steam_locomotive-0000	/c/en/0_4_4/n	/r/RelatedTo	/c/en/steam_locomotive	0 4 4	steam locomotive	related to		CN	
/c/en/0_4_4/n-/r/RelatedTo-/c/en/trailing_wheel-0000	/c/en/0_4_4/n	/r/RelatedTo	/c/en/trailing_wheel	0 4 4	trailing wheel	related to		CN	
/c/en/0_4_4_0/n-/r/RelatedTo-/c/en/driving_wheel-0000	/c/en/0_4_4_0/n	/r/RelatedTo	/c/en/driving_wheel	0 4 4 0	driving wheel	related to		CN	
/c/en/0_4_4_0/n-/r/RelatedTo-/c/en/leading_truck-0000	/c/en/0_4_4_0/n	/r/RelatedTo	/c/en/leading_truck	0 4 4 0	leading truck	related to		CN	
/c/en/0_4_4_0/n-/r/RelatedTo-/c/en/locomotive-0000	/c/en/0_4_4_0/n	/r/RelatedTo	/c/en/locomotive	0 4 4 0	locomotive	related to		CN	
/c/en/0_4_4_0/n-/r/RelatedTo-/c/en/mallet-0000	/c/en/0_4_4_0/n	/r/RelatedTo	/c/en/mallet	0 4 4 0	mallet	related to		CN	
/c/en/0_4_4_0/n-/r/RelatedTo-/c/en/trailing_truck-0000	/c/en/0_4_4_0/n	/r/RelatedTo	/c/en/trailing_truck	0 4 4 0	trailing truck	related to		CN	
/c/en/0_4_4_0s/n-/r/FormOf-/c/en/0_4_4_0-0000	/c/en/0_4_4_0s/n	/r/FormOf	/c/en/0_4_4_0	0 4 4 0s	0 4 4 0	form of		CN	
/c/en/0_4_4_0s/n-/r/RelatedTo-/c/en/0_4_4_0-0000	/c/en/0_4_4_0s/n	/r/RelatedTo	/c/en/0_4_4_0	0 4 4 0s	0 4 4 0	related to		CN	
/c/en/0_4_4_2/n-/r/RelatedTo-/c/en/driving_wheel-0000	/c/en/0_4_4_2/n	/r/RelatedTo	/c/en/driving_wheel	0 4 4 2	driving wheel	related to		CN	
/c/en/0_4_4_2/n-/r/RelatedTo-/c/en/leading_truck-0000	/c/en/0_4_4_2/n	/r/RelatedTo	/c/en/leading_truck	0 4 4 2	leading truck	related to		CN	
/c/en/0_4_4_2/n-/r/RelatedTo-/c/en/locomotive-0000	/c/en/0_4_4_2/n	/r/RelatedTo	/c/en/locomotive	0 4 4 2	locomotive	related to		CN	
/c/en/0_4_4_2/n-/r/RelatedTo-/c/en/mallet-0000	/c/en/0_4_4_2/n	/r/RelatedTo	/c/en/mallet	0 4 4 2	mallet	related to		CN	
/c/en/0_4_4_2/n-/r/RelatedTo-/c/en/trailing_truck-0000	/c/en/0_4_4_2/n	/r/RelatedTo	/c/en/trailing_truck	0 4 4 2	trailing truck	related to		CN	
/c/en/0_4_4_2/n-/r/RelatedTo-/c/en/trailing_wheel-0000	/c/en/0_4_4_2/n	/r/RelatedTo	/c/en/trailing_wheel	0 4 4 2	trailing wheel	related to		CN	
/c/en/0_4_4_2s/n-/r/FormOf-/c/en/0_4_4_2-0000	/c/en/0_4_4_2s/n	/r/FormOf	/c/en/0_4_4_2	0 4 4 2s	0 4 4 2	form of		CN	
/c/en/0_4_4_2s/n-/r/RelatedTo-/c/en/0_4_4_2-0000	/c/en/0_4_4_2s/n	/r/RelatedTo	/c/en/0_4_4_2	0 4 4 2s	0 4 4 2	related to		CN	
/c/en/0_4_4s/n-/r/FormOf-/c/en/0_4_4-0000	/c/en/0_4_4s/n	/r/FormOf	/c/en/0_4_4	0 4 4s	0 4 4	form of		CN	
/c/en/0_4_4s/n-/r/RelatedTo-/c/en/0_4_4-0000	/c/en/0_4_4s/n	/r/RelatedTo	/c/en/0_4_4	0 4 4s	0 4 4	related to		CN	
/c/en/0_60/n-/r/HasContext-/c/en/automotive-0000	/c/en/0_60/n	/r/HasContext	/c/en/automotive	0 60	automotive	has context		CN	
/c/en/0_60/n-/r/RelatedTo-/c/en/km_h-0000	/c/en/0_60/n	/r/RelatedTo	/c/en/km_h	0 60	km h	related to		CN	
/c/en/0_60/n-/r/RelatedTo-/c/en/standing_start-0000	/c/en/0_60/n	/r/RelatedTo	/c/en/standing_start	0 60	standing start	related to		CN	
/c/en/0_60/n-/r/SimilarTo-/c/en/0_60_0-0000	/c/en/0_60/n	/r/SimilarTo	/c/en/0_60_0	0 60	0 60 0	similar to		CN	
/c/en/0_60/n-/r/SimilarTo-/c/en/60_0-0000	/c/en/0_60/n	/r/SimilarTo	/c/en/60_0	0 60	60 0	similar to		CN	
/c/en/0_60_0/n-/r/HasContext-/c/en/automotive-0000	/c/en/0_60_0/n	/r/HasContext	/c/en/automotive	0 60 0	automotive	has context		CN	
/c/en/0_60_0/n-/r/RelatedTo-/c/en/km_h-0000	/c/en/0_60_0/n	/r/RelatedTo	/c/en/km_h	0 60 0	km h	related to		CN	
/c/en/0_60_0/n-/r/RelatedTo-/c/en/mph-0000	/c/en/0_60_0/n	/r/RelatedTo	/c/en/mph	0 60 0	mph	related to		CN	
/c/en/0_60_0/n-/r/RelatedTo-/c/en/standing_start-0000	/c/en/0_60_0/n	/r/RelatedTo	/c/en/standing_start	0 60 0	standing start	related to		CN	
/c/en/0_60_0/n-/r/SimilarTo-/c/en/0_60-0000	/c/en/0_60_0/n	/r/SimilarTo	/c/en/0_60	0 60 0	0 60	similar to		CN	
/c/en/0_60_0/n-/r/SimilarTo-/c/en/60_0-0000	/c/en/0_60_0/n	/r/SimilarTo	/c/en/60_0	0 60 0	60 0	similar to		CN	
/c/en/0_60_0-/r/DerivedFrom-/c/en/0_60-0000	/c/en/0_60_0	/r/DerivedFrom	/c/en/0_60	0 60 0	0 60	derived from		CN	
/c/en/0_60_0-/r/DerivedFrom-/c/en/60_0-0000	/c/en/0_60_0	/r/DerivedFrom	/c/en/60_0	0 60 0	60 0	derived from		CN	
/c/en/0_60-/r/DerivedFrom-/c/en/0-0000	/c/en/0_60	/r/DerivedFrom	/c/en/0	0 60	0	derived from		CN	
/c/en/0_60-/r/DerivedFrom-/c/en/60-0000	/c/en/0_60	/r/DerivedFrom	/c/en/60	0 60	60	derived from		CN	
/c/en/0_6_0/n-/r/RelatedTo-/c/en/driving_wheel-0000	/c/en/0_6_0/n	/r/RelatedTo	/c/en/driving_wheel	0 6 0	driving wheel	related to		CN	
/c/en/0_6_0/n-/r/RelatedTo-/c/en/leading_wheel-0000	/c/en/0_6_0/n	/r/RelatedTo	/c/en/leading_wheel	0 6 0	leading wheel	related to		CN	
/c/en/0_6_0/n-/r/RelatedTo-/c/en/steam_locomotive-0000	/c/en/0_6_0/n	/r/RelatedTo	/c/en/steam_locomotive	0 6 0	steam locomotive	related to		CN	
/c/en/0_6_0/n-/r/RelatedTo-/c/en/trailing_wheel-0000	/c/en/0_6_0/n	/r/RelatedTo	/c/en/trailing_wheel	0 6 0	trailing wheel	related to		CN	
/c/en/0_6_0s/n-/r/FormOf-/c/en/0_6_0-0000	/c/en/0_6_0s/n	/r/FormOf	/c/en/0_6_0	0 6 0s	0 6 0	form of		CN	
/c/en/0_6_0s/n-/r/RelatedTo-/c/en/0_6_0-0000	/c/en/0_6_0s/n	/r/RelatedTo	/c/en/0_6_0	0 6 0s	0 6 0	related to		CN	
/c/en/0_6_2/n-/r/RelatedTo-/c/en/driving_wheel-0000	/c/en/0_6_2/n	/r/RelatedTo	/c/en/driving_wheel	0 6 2	driving wheel	related to		CN	
/c/en/0_6_2/n-/r/RelatedTo-/c/en/leading_wheel-0000	/c/en/0_6_2/n	/r/RelatedTo	/c/en/leading_wheel	0 6 2	leading wheel	related to		CN	
/c/en/0_6_2/n-/r/RelatedTo-/c/en/steam_locomotive-0000	/c/en/0_6_2/n	/r/RelatedTo	/c/en/steam_locomotive	0 6 2	steam locomotive	related to		CN	
/c/en/0_6_2/n-/r/RelatedTo-/c/en/trailing_wheel-0000	/c/en/0_6_2/n	/r/RelatedTo	/c/en/trailing_wheel	0 6 2	trailing wheel	related to		CN	
/c/en/0_6_2s/n-/r/FormOf-/c/en/0_6_2-0000	/c/en/0_6_2s/n	/r/FormOf	/c/en/0_6_2	0 6 2s	0 6 2	form of		CN	
/c/en/0_6_2s/n-/r/RelatedTo-/c/en/0_6_2-0000	/c/en/0_6_2s/n	/r/RelatedTo	/c/en/0_6_2	0 6 2s	0 6 2	related to		CN	
/c/en/0_6_4/n-/r/RelatedTo-/c/en/driving_wheel-0000	/c/en/0_6_4/n	/r/RelatedTo	/c/en/driving_wheel	0 6 4	driving wheel	related to		CN	
/c/en/0_6_4/n-/r/RelatedTo-/c/en/leading_wheel-0000	/c/en/0_6_4/n	/r/RelatedTo	/c/en/leading_wheel	0 6 4	leading wheel	related to		CN	
/c/en/0_6_4/n-/r/RelatedTo-/c/en/steam_locomotive-0000	/c/en/0_6_4/n	/r/RelatedTo	/c/en/steam_locomotive	0 6 4	steam locomotive	related to		CN	
/c/en/0_6_4/n-/r/RelatedTo-/c/en/trailing_wheel-0000	/c/en/0_6_4/n	/r/RelatedTo	/c/en/trailing_wheel	0 6 4	trailing wheel	related to		CN	
/c/en/0_6_4s/n-/r/FormOf-/c/en/0_6_4-0000	/c/en/0_6_4s/n	/r/FormOf	/c/en/0_6_4	0 6 4s	0 6 4	form of		CN	
/c/en/0_6_4s/n-/r/RelatedTo-/c/en/0_6_4-0000	/c/en/0_6_4s/n	/r/RelatedTo	/c/en/0_6_4	0 6 4s	0 6 4	related to		CN	
/c/en/0_6_6_0/n-/r/RelatedTo-/c/en/driving_wheel-0000	/c/en/0_6_6_0/n	/r/RelatedTo	/c/en/driving_wheel	0 6 6 0	driving wheel	related to		CN	
/c/en/0_6_6_0/n-/r/RelatedTo-/c/en/leading_truck-0000	/c/en/0_6_6_0/n	/r/RelatedTo	/c/en/leading_truck	0 6 6 0	leading truck	related to		CN	
/c/en/0_6_6_0/n-/r/RelatedTo-/c/en/locomotive-0000	/c/en/0_6_6_0/n	/r/RelatedTo	/c/en/locomotive	0 6 6 0	locomotive	related to		CN	
/c/en/0_6_6_0/n-/r/RelatedTo-/c/en/mallet-0000	/c/en/0_6_6_0/n	/r/RelatedTo	/c/en/mallet	0 6 6 0	mallet	related to		CN	
/c/en/0_6_6_0/n-/r/RelatedTo-/c/en/trailing_truck-0000	/c/en/0_6_6_0/n	/r/RelatedTo	/c/en/trailing_truck	0 6 6 0	trailing truck	related to		CN	
/c/en/0_6_6_0s/n-/r/FormOf-/c/en/0_6_6_0-0000	/c/en/0_6_6_0s/n	/r/FormOf	/c/en/0_6_6_0	0 6 6 0s	0 6 6 0	form of		CN	
/c/en/0_6_6_0s/n-/r/RelatedTo-/c/en/0_6_6_0-0000	/c/en/0_6_6_0s/n	/r/RelatedTo	/c/en/0_6_6_0	0 6 6 0s	0 6 6 0	related to		CN	
/c/en/0_80_screws-/r/HasProperty-/c/en/very_small-0000	/c/en/0_80_screws	/r/HasProperty	/c/en/very_small	0 80 screws	very small	has property		CN	[[0-80 screws]] are [[very small]]
/c/en/0_8_0/n-/r/RelatedTo-/c/en/driving_wheel-0000	/c/en/0_8_0/n	/r/RelatedTo	/c/en/driving_wheel	0 8 0	driving wheel	related to		CN	
/c/en/0_8_0/n-/r/RelatedTo-/c/en/leading_wheel-0000	/c/en/0_8_0/n	/r/RelatedTo	/c/en/leading_wheel	0 8 0	leading wheel	related to		CN	
/c/en/0_8_0/n-/r/RelatedTo-/c/en/steam_locomotive-0000	/c/en/0_8_0/n	/r/RelatedTo	/c/en/steam_locomotive	0 8 0	steam locomotive	related to		CN	
/c/en/0_8_0/n-/r/RelatedTo-/c/en/trailing_wheel-0000	/c/en/0_8_0/n	/r/RelatedTo	/c/en/trailing_wheel	0 8 0	trailing wheel	related to		CN	
/c/en/0_8_0s/n-/r/FormOf-/c/en/0_8_0-0000	/c/en/0_8_0s/n	/r/FormOf	/c/en/0_8_0	0 8 0s	0 8 0	form of		CN	
/c/en/0_8_0s/n-/r/RelatedTo-/c/en/0_8_0-0000	/c/en/0_8_0s/n	/r/RelatedTo	/c/en/0_8_0	0 8 0s	0 8 0	related to		CN	
/c/en/0_8_2/n-/r/RelatedTo-/c/en/driving_wheel-0000	/c/en/0_8_2/n	/r/RelatedTo	/c/en/driving_wheel	0 8 2	driving wheel	related to		CN	
/c/en/0_8_2/n-/r/RelatedTo-/c/en/leading_wheel-0000	/c/en/0_8_2/n	/r/RelatedTo	/c/en/leading_wheel	0 8 2	leading wheel	related to		CN	
/c/en/0_8_2/n-/r/RelatedTo-/c/en/steam_locomotive-0000	/c/en/0_8_2/n	/r/RelatedTo	/c/en/steam_locomotive	0 8 2	steam locomotive	related to		CN	
/c/en/0_8_2/n-/r/RelatedTo-/c/en/trailing_wheel-0000	/c/en/0_8_2/n	/r/RelatedTo	/c/en/trailing_wheel	0 8 2	trailing wheel	related to		CN	
/c/en/0_8_2s/n-/r/FormOf-/c/en/0_8_2-0000	/c/en/0_8_2s/n	/r/FormOf	/c/en/0_8_2	0 8 2s	0 8 2	form of		CN	
/c/en/0_8_2s/n-/r/RelatedTo-/c/en/0_8_2-0000	/c/en/0_8_2s/n	/r/RelatedTo	/c/en/0_8_2	0 8 2s	0 8 2	related to		CN	
